fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
789890,20081,NDB #,Foundation,"Flour, wheat, all-purpose, enriched, bleached",19.0,100.0,g,"100 g",19.0
790085,20080,NDB #,Foundation,"Flour, whole wheat, unenriched",38.0,100.0,g,"100 g",38.0
790018,20481,NDB #,Foundation,"Flour, wheat, all-purpose, unenriched, unbleached",22.0,100.0,g,"100 g",22.0
789828,1145,NDB #,Foundation,"Butter, stick, unsalted",14.0,100.0,g,"100 g",14.0
749420,10896,NDB #,Foundation,"Pork, cured, bacon, cooked, restaurant",13.0,6.3,g,"1 slice",0.819
748967,1123,NDB #,Foundation,"Eggs, Grade A, Large, egg whole",48.0,50.3,g,"1 egg, whole without shell",24.1
747693,11966,NDB #,Foundation,"Ketchup, restaurant",14.0,100.0,g,"100 g",14.0
747438,16508,NDB #,Foundation,"Beans, Dry, Light Red Kidney (0% moisture)",103.0,100.0,g,"100 g",103.0
747448,9316,NDB #,Foundation,"Strawberries, raw",12.0,100.0,g,"100 g",12.0
747437,16507,NDB #,Foundation,"Beans, Dry, Cranberry (0% moisture)",152.0,100.0,g,"100 g",152.0
747447,11090,NDB #,Foundation,"Broccoli, raw",46.0,76.0,g,"1 cup, chopped",35.0
747441,16511,NDB #,Foundation,"Beans, Dry, Navy (0% moisture)",229.0,100.0,g,"100 g",229.0
747443,16513,NDB #,Foundation,"Beans, Dry, Small Red (0% moisture)",149.0,100.0,g,"100 g",149.0
747445,16515,NDB #,Foundation,"Beans, Dry, Pinto (0% moisture)",161.0,100.0,g,"100 g",161.0
747440,16510,NDB #,Foundation,"Beans, Dry, Dark Red Kidney (0% moisture)",98.0,100.0,g,"100 g",98.0
747432,16502,NDB #,Foundation,"Beans, Dry, Flor de Mayo (0% moisture)",180.0,100.0,g,"100 g",180.0
747439,16509,NDB #,Foundation,"Beans, Dry, Pink (0% moisture)",137.0,100.0,g,"100 g",137.0
747434,16504,NDB #,Foundation,"Beans, Dry, Tan (0% moisture)",178.0,100.0,g,"100 g",178.0
747442,16512,NDB #,Foundation,"Beans, Dry, Small White (0% moisture)",236.0,100.0,g,"100 g",236.0
747431,16501,NDB #,Foundation,"Beans, Dry, Red (0% moisture)",148.0,100.0,g,"100 g",148.0
747436,16506,NDB #,Foundation,"Beans, Dry, Carioca (0% moisture)",194.0,100.0,g,"100 g",194.0
747433,16503,NDB #,Foundation,"Beans, Dry, Brown (0% moisture)",158.0,100.0,g,"100 g",158.0
747446,16516,NDB #,Foundation,"Beans, Dry, Great Northern (0% moisture)",192.0,100.0,g,"100 g",192.0
747444,16514,NDB #,Foundation,"Beans, Dry, Black (0% moisture)",191.0,100.0,g,"100 g",191.0
747435,16505,NDB #,Foundation,"Beans, Dry, Light Tan (0% moisture)",98.0,100.0,g,"100 g",98.0
747429,1062,NDB #,Foundation,"Cheese, American, restaurant",508.0,16.0,g,"1 slice",81.3
747430,16500,NDB #,Foundation,"Beans, Dry, Medium Red (0% moisture)",193.0,100.0,g,"100 g",193.0
746952,7129,NDB #,Foundation,"Ham, sliced, restaurant",6.0,16.2,g,"1 slice",0.972
746784,19335,NDB #,Foundation,"Sugars, granulated",1.0,188.0,g,"1 cup",1.88
746784,19335,NDB #,Foundation,"Sugars, granulated",1.0,4.0,g,"1 teaspoon",0.04
746785,5666,NDB #,Foundation,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",31.0,155.0,g,"1 paired cooked w, crumbles",48.0
746781,100173,NDB #,Foundation,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",37.0,80.4,g,"1 link, medium",29.7
746781,100173,NDB #,Foundation,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",37.0,185.0,g,"1 cup, ground",68.4
746781,100173,NDB #,Foundation,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",37.0,186.0,g,"1 link, long",68.8
746783,7919,NDB #,Foundation,"Sausage, turkey, breakfast links, mild, raw",32.0,27.9,g,"1 link",8.93
746783,7919,NDB #,Foundation,"Sausage, turkey, breakfast links, mild, raw",32.0,450.0,g,"1 package",144.0
746782,1077,NDB #,Foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",123.0,249.0,g,"1 cup",306.0
746780,7089,NDB #,Foundation,"Sausage, Italian, pork, mild, cooked, pan-fried",12.0,86.6,g,"1 link, medium",10.4
746777,6164,NDB #,Foundation,"Sauce, salsa, ready-to-serve",28.0,35.7,g,"2 tablespoon",10.0
746778,1079,NDB #,Foundation,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",126.0,245.0,g,"1 cup",309.0
746775,2047,NDB #,Foundation,"Salt, table, iodized",50.0,6.1,g,"1 teaspoon",3.05
746776,1085,NDB #,Foundation,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",132.0,246.0,g,"1 cup",325.0
746779,7954,NDB #,Foundation,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",35.0,18.6,g,"1 link",6.51
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,55.0,g,"1 wedge, small (1/8 of small melon)",4.95
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,552.0,g,"1 each, medium (about 5 dia)",49.7
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,156.0,g,"1 cup, diced",14.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,138.0,g,"10 pieces, balls",12.4
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,160.0,g,"1 cup, cubes",14.4
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,814.0,g,"1 each, large (about 6-1/2 dia)",73.3
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,441.0,g,"1 each, small (about 4-1/4 dia)",39.7
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,102.0,g,"1 wedge, large (1/8 of large melon)",9.18
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.0,69.0,g,"1 wedge, medium (1/8 of medium melon)",6.21
746774,36622,NDB #,Foundation,"Restaurant, Chinese, sweet and sour pork",46.0,41.8,g,"3 pieces",19.2
746774,36622,NDB #,Foundation,"Restaurant, Chinese, sweet and sour pork",46.0,611.0,g,"1 order",281.0
746772,1082,NDB #,Foundation,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",126.0,246.0,g,"1 cup",310.0
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",8.0,148.0,g,"1 each, small",11.8
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",8.0,230.0,g,"1 each, large",18.4
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",8.0,178.0,g,"1 each, medium",14.2
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",8.0,140.0,g,"1 cup, slices",11.2
746771,9202,NDB #,Foundation,"Oranges, raw, navels",43.0,140.0,g,"1 each,  2-7/8 dia",60.2
746771,9202,NDB #,Foundation,"Oranges, raw, navels",43.0,165.0,g,"1 cup, sections no membranes",71.0
746768,9094,NDB #,Foundation,"Figs, dried, uncooked",162.0,149.0,g,"1 cup",241.0
746768,9094,NDB #,Foundation,"Figs, dried, uncooked",162.0,8.4,g,"1 each",13.6
746769,11251,NDB #,Foundation,"Lettuce, cos or romaine, raw",35.0,581.0,g,"1 bunch",203.0
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",224.0,129.0,g,"0.5 cup",289.0
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",224.0,258.0,g,"1 cup",578.0
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",224.0,64.6,g,"0.2 cup",145.0
746765,1227,NDB #,Foundation,"Cheese, dry white, queso seco",661.0,97.3,g,"1 cup, grated",643.0
746767,1040,NDB #,Foundation,"Cheese, swiss",890.0,10.9,g,"1 slice, thin",97.0
746767,1040,NDB #,Foundation,"Cheese, swiss",890.0,21.9,g,"1 slice, regular",195.0
746759,23385,NDB #,Foundation,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, choice, raw",15.0,284.0,g,"1 steak, raw",42.6
746763,13236,NDB #,Foundation,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8 fat, choice, cooked, grilled",19.0,360.0,g,"1 steak, cooked",68.4
746758,23377,NDB #,Foundation,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0 fat, select, cooked, roasted",13.0,462.0,g,"1 roast, cooked",60.1
746764,11130,NDB #,Foundation,"Carrots, frozen, unprepared",33.0,100.0,g,"100 g",33.0
746762,13468,NDB #,Foundation,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8 fat, select, raw",19.0,525.0,g,"1 steak, raw",99.8
746760,23362,NDB #,Foundation,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0 fat, select, raw",13.0,690.0,g,"1 roast, raw",89.7
746761,23359,NDB #,Foundation,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0 fat, select, raw",13.0,788.0,g,"1 roast, raw",102.0
335240,18075,NDB #,Foundation,"Bread, whole-wheat, commercially prepared",163.0,32.1,g,"1 slice",52.3
334720,36408,NDB #,Foundation,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",51.0,126.0,g,"1 piece",64.3
334628,36412,NDB #,Foundation,"Restaurant, Latino, tamale, pork",75.0,142.0,g,"1 piece",106.0
334536,36602,NDB #,Foundation,"Restaurant, Chinese, fried rice, without meat",11.0,133.0,g,"1 cup",14.6
334194,15121,NDB #,Foundation,"Fish, tuna, light, canned in water, drained solids",18.0,107.0,g,"1 can, drained solids",19.3
334194,15121,NDB #,Foundation,"Fish, tuna, light, canned in water, drained solids",18.0,142.0,g,"1 can, total can contents",25.6
333476,15066,NDB #,Foundation,"Fish, pollock, raw",15.0,177.0,g,"1 fillet",26.6
333374,15033,NDB #,Foundation,"Fish, haddock, raw",11.0,176.0,g,"1 fillet",19.4
333281,100193,NDB #,Foundation,"Tomatoes, canned, red, ripe, diced",30.0,245.0,g,"1 cup",73.5
333008,100192,NDB #,Foundation,"Cookies, oatmeal, soft, with raisins",29.0,27.0,g,"1 cookie",7.83
332791,9533,NDB #,Foundation,"Olives, green, Manzanilla, stuffed with pimiento",121.0,3.2,g,"1 olive",3.87
332397,7028,NDB #,Foundation,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",5.0,13.5,g,"1 slice",0.675
332282,6931,NDB #,Foundation,"Sauce, pasta, spaghetti/marinara, ready-to-serve",27.0,135.0,g,"1 serving, 1/2 cup",36.4
331960,5746,NDB #,Foundation,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",6.0,174.0,g,"1 piece",10.4
331897,5671,NDB #,Foundation,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",12.0,94.7,g,"1 drumstick, without skin",11.4
331897,5671,NDB #,Foundation,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",12.0,104.0,g,"1 drumstick, with skin",12.5
330458,4047,NDB #,Foundation,"Oil, coconut",1.0,11.6,g,"1 tablespoon, liquid oil",0.116
330415,1285,NDB #,Foundation,"Yogurt, Greek, strawberry, nonfat",97.0,150.0,g,"1 container, 5.3 oz",146.0
330137,1256,NDB #,Foundation,"Yogurt, Greek, plain, nonfat",111.0,156.0,g,"1 container",173.0
329716,1137,NDB #,Foundation,"Egg, yolk, dried",270.0,28.4,g,"1 oz",76.7
329716,1137,NDB #,Foundation,"Egg, yolk, dried",270.0,67.0,g,"1 cup, sifted",181.0
329716,1137,NDB #,Foundation,"Egg, yolk, dried",270.0,4.0,g,"1 tablespoon",10.8
329596,1126,NDB #,Foundation,"Egg, yolk, raw, frozen, pasteurized",119.0,28.4,g,"1 oz",33.8
329370,1029,NDB #,Foundation,"Cheese, mozzarella, low moisture, part-skim",693.0,86.2,g,"1 cup",597.0
329490,1133,NDB #,Foundation,"Egg, whole, dried",220.0,28.4,g,"1 oz",62.5
329490,1133,NDB #,Foundation,"Egg, whole, dried",220.0,5.0,g,"1 tablespoon",11.0
329490,1133,NDB #,Foundation,"Egg, whole, dried",220.0,85.0,g,"1 cup, sifted",187.0
328841,1015,NDB #,Foundation,"Cheese, cottage, lowfat, 2% milkfat",103.0,220.0,g,"1 cup",227.0
328637,1009,NDB #,Foundation,"Cheese, cheddar",707.0,105.0,g,"1 cup",742.0
328637,1009,NDB #,Foundation,"Cheese, cheddar",707.0,17.0,g,"1 slice",120.0
327357,9191,NDB #,Foundation,"Nectarines, raw",2.0,143.0,g,"1 cup,  slices",2.86
327357,9191,NDB #,Foundation,"Nectarines, raw",2.0,140.0,g,"1 serving, NLEA",2.8
327357,9191,NDB #,Foundation,"Nectarines, raw",2.0,142.0,g,"1 each,  2-1/2 dia",2.84
327357,9191,NDB #,Foundation,"Nectarines, raw",2.0,156.0,g,"1 each, 2-3/4 dia",3.12
327357,9191,NDB #,Foundation,"Nectarines, raw",2.0,129.0,g,"1 each, 2-1/3 dia",2.58
327046,9148,NDB #,Foundation,"Kiwifruit, green, raw",35.0,100.0,g,"100 g",35.0
326698,2046,NDB #,Foundation,"Mustard, prepared, yellow",63.0,6.0,g,"1 teaspoon",3.78
326698,2046,NDB #,Foundation,"Mustard, prepared, yellow",63.0,249.0,g,"1 cup",157.0
326196,11236,NDB #,Foundation,"Kale, frozen, cooked, boiled, drained, without salt",150.0,118.0,g,"1 cup, cooked",177.0
325871,18069,NDB #,Foundation,"Bread, white, commercially prepared",211.0,27.3,g,"1 slice",57.6
325524,12537,NDB #,Foundation,"Seeds, sunflower seed kernels, dry roasted, with salt added",78.0,127.0,g,"1 cup",99.1
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.0,147.0,g,"1 serving, NLEA ",5.88
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.0,161.0,g,"1 fruit, medium (2-2/3 dia)",6.44
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.0,225.0,g,"1 fruit, extra large (3 dia)",9.0
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.0,173.0,g,"1 fruit, large (2-3/4 dia)",6.92
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.0,154.0,g,"1 cup, slices with skin",6.16
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.0,147.0,g,"1 fruit, small (2-1/2 dia)",5.88
325287,9123,NDB #,Foundation,"Grapefruit juice, white, canned or bottled, unsweetened",16.0,257.0,g,"1 cup",41.1
325198,1042,NDB #,Foundation,"Cheese, pasteurized process, American, vitamin D fortified",866.0,20.6,g,"1 slice",178.0
325036,1032,NDB #,Foundation,"Cheese, parmesan, grated",884.0,7.6,g,"1 tablespoon",67.2
324860,16098,NDB #,Foundation,"Peanut butter, smooth style, with salt",49.0,32.0,g,"2 tablespoon",15.7
324860,16098,NDB #,Foundation,"Peanut butter, smooth style, with salt",49.0,258.0,g,"1 cup",126.0
324653,11937,NDB #,Foundation,"Pickles, cucumber, dill or kosher dill",54.0,40.4,g,"1 spear",21.8
324317,11296,NDB #,Foundation,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",28.0,20.2,g,"1 piece",5.66
323793,1173,NDB #,Foundation,"Egg, white, dried",104.0,107.0,g,"1 cup, sifted",111.0
323793,1173,NDB #,Foundation,"Egg, white, dried",104.0,7.0,g,"1 tablespoon",7.28
323604,1171,NDB #,Foundation,"Egg, whole, raw, frozen, pasteurized",55.0,28.4,g,"1 oz",15.6
323697,1172,NDB #,Foundation,"Egg, white, raw, frozen, pasteurized",9.0,28.4,g,"1 oz",2.56
323505,11233,NDB #,Foundation,"Kale, raw",254.0,20.6,g,"1 cup, pieces of ~1",52.3
323294,12563,NDB #,Foundation,"Nuts, almonds, dry roasted, with salt added",273.0,135.0,g,"1 cup, whole",369.0
323121,7022,NDB #,Foundation,"Frankfurter, beef, unheated",15.0,48.6,g,"1 piece",7.29
321611,11056,NDB #,Foundation,"Beans, snap, green, canned, regular pack, drained solids",36.0,129.0,g,"1 cup, drained",46.4
321358,16158,NDB #,Foundation,"Hummus, commercial",41.0,33.9,g,"2 tablespoon",13.9
321360,100147,NDB #,Foundation,"Tomatoes, grape, raw",11.0,152.0,g,"1 cup",16.7
321360,100147,NDB #,Foundation,"Tomatoes, grape, raw",11.0,49.7,g,"5 tomatoes",5.47
